Dataset Size,Insertion Sort Time (s),Merge Sort Time (s)
1000,0.010221004486083984,0.0008981227874755859
10000,1.188267707824707,0.01221609115600586
100000,,0.15067005157470703
250000,,0.4033668041229248
500000,,0.861029863357544
1000000,,1.8605868816375732
